,ID,Isconfidential,ProjectName,Street,City,State,Zipcode,Country,LEEDSystemVersionDisplayName,PointsAchieved,CertLevel,CertDate,IsCertified,OwnerTypes,GrossSqFoot,TotalPropArea,ProjectTypes,OwnerOrganization,RegistrationDate
62454,1000011328,No,Facebook FRC1AB Datacenter,1291 Old Caroleen Road,Forest City,NC,28043,US,LEED-NC v2009,69.0,Gold,5/17/13 0:00,Yes,Corporate: Privately Held,370350.0,1272823.0,Datacenter,Facebook,12/6/10 0:00
62478,1000011357,No,Schluter Systems,100 Germany Circle,McCarran,NV,89434,US,LEED-NC v2009,67.0,Gold,10/19/12 0:00,Yes,Corporate: Privately Held,97366.0,304920.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu",Schluter Systems LP,12/7/10 0:00
62507,1000011400,No,Mercado del Barrio,Cesar Chavez Parkway & Main St,San Diego,CA,92113,US,LEED-NC v2009,41.0,Certified,4/10/13 0:00,Yes,Corporate: Privately Held,139104.0,132995.0,Multi-Family Residential: Apartment,Chelsea Investment,12/8/10 0:00
62560,1000011503,No,Bell Helicopter Cafeteria,600 E. Hurst Blvd.,Fort Worth,TX,76053,US,LEED-NC v2009,52.0,Silver,1/16/13 0:00,Yes,Corporate: Privately Held,28863.0,63350.0,Retail: Restaurant/Cafeteria,Jones Lang LaSalle,12/10/10 0:00
62606,1000011570,No,Skybox Apartments,1425 Villard Street,Eugene,OR,97403,US,LEED-NC v2009,60.0,Gold,2/29/12 0:00,Yes,Corporate: Privately Held,94522.0,34280.0,Multi-Family Residential: Apartment,Project^,12/14/10 0:00
62623,1000011592,No,Albatros North America Production Facili,6 McCrea Hill Road,Ballston Spa,NY,12020,US,LEED-NC v2009,52.0,Silver,7/16/13 0:00,Yes,Corporate: Privately Held,36500.0,204803.0,Industrial Manufacturing,Albatros North America,12/15/10 0:00
62657,1000011644,No,Meriter Deforest,4500 Savannah Drive,Deforest,WI,53532,US,LEED-NC v2009,48.0,Certified,6/6/13 0:00,Yes,Corporate: Privately Held,28128.0,218027.0,Health Care: Clinic/Other Outpatient,Meriter Hospital,12/16/10 0:00
62670,1000011658,No,Hypertherm Heater Road,71 Heater Road,Lebanon,NH,3766,US,LEED-NC v2009,62.0,Gold,12/30/13 0:00,Yes,Corporate: Privately Held,155847.0,1007267.0,Commercial Office,Hypertherm Inc,12/17/10 0:00
62698,1000011692,No,Four Points Tallahassee Downtown,316 W. Tennessee St.,Tallahassee,FL,32301,US,LEED-NC v2009,53.0,Silver,2/25/14 0:00,Yes,Corporate: Privately Held,100403.0,101659.0,"Lodging: Hotel/Motel/Resort, Full Service","Union Hotel Company Tallahassee, RLLLP",12/20/10 0:00
62754,1000011757,No,Princetel,2560 East State Street,Hamilton,NJ,8619,US,LEED-NC v2009,83.0,Platinum,10/20/14 0:00,Yes,Corporate: Privately Held,42880.0,140496.0,Industrial Manufacturing,"Princetel, Inc.",12/22/10 0:00
62805,1000011819,No,Net Jets Corporate Office Building,4151 Bridgeway Ave.,Columbus,OH,43219,US,LEED-NC v2009,43.0,Certified,5/14/13 0:00,Yes,Corporate: Privately Held,146625.0,378100.0,Office: Administrative/Professional,The Daimler Group,12/27/10 0:00
62814,1000011833,No,VA Jacksonville Outpatient Clinic,1640 N. Jefferson St.,Jacksonville,FL,32209,US,LEED-NC v2009,56.0,Silver,10/3/13 0:00,Yes,Corporate: Privately Held,136285.0,422025.0,Health Care: Clinic/Other Outpatient,"Jacksonville VA, LLC",12/28/10 0:00
62822,1000011842,No,UW Health Yahara Clinic,1050 East Broadway,Monona,WI,53716,US,LEED-NC v2009,43.0,Certified,11/5/12 0:00,Yes,Corporate: Privately Held,32656.0,151060.0,Health Care: Clinic/Other Outpatient,Yahara LLC,12/29/10 0:00
62824,1000011844,No,Crash Pad,29 Johnson Street,Chattanooga,TN,37408,US,LEED-NC v2009,83.0,Platinum,8/29/12 0:00,Yes,Corporate: Privately Held,4320.0,47043.0,Lodging: Other lodging,The Crash Pad,12/29/10 0:00
62832,1000011853,No,Neopal,5100 Cross Continents Drive,Houston,TX,77032,US,LEED-NC v2009,48.0,,,No,Corporate: Privately Held,115000.0,540740.0,Warehouse: Nonrefrigerated Distribution/Shipping,VSD LLC,12/31/10 0:00
62871,1000011901,No,Kenny Ross Toyota Dealership,8952 University Blvd.,Coraopolis,PA,15108,US,LEED-NC v2009,44.0,Certified,4/15/13 0:00,Yes,Corporate: Privately Held,47771.0,474804.0,Retail: Vehicle Dealership,Ross Development Company,1/4/11 0:00
62882,1000011913,No,BendBroadband Vault,20845 NE Sockeye Place,Bend,OR,97701,US,LEED-NC v2009,64.0,Gold,10/14/11 0:00,Yes,Corporate: Privately Held,28130.0,208932.0,Datacenter,Project Management,1/4/11 0:00
62913,1000011949,No,4310 SW Macadam,4310 SW Macadam,Portland,OR,97203,US,LEED-NC v2009,54.0,Silver,3/13/15 0:00,Yes,Corporate: Privately Held,64723.0,54142.0,Office: Government,4310 Building LLC,1/5/11 0:00
62914,1000011950,No,Youthland on Glenway Avenue,4500 Glenway Avenue,Cincinnati,OH,45205,US,LEED-NC v2009,41.0,Certified,8/13/12 0:00,Yes,Corporate: Privately Held,10440.0,41474.0,Core Learning Space: Preschool/Daycare,Daffin Development Company,1/5/11 0:00
62958,1000012003,No,Commons at Southfield Highlands Bldg 1,75 Parkview Rd.,South Weymouth,MA,2190,US,LEED-NC v2009,51.0,Silver,5/1/13 0:00,Yes,Corporate: Privately Held,70010.0,72800.0,Multi-Family Residential: Apartment,John M. Corcoran & Co.,1/7/11 0:00
62986,1000012040,No,Constitution Square RB2,140 M Street NE,Washington,DC,20002,US,LEED-NC v2009,61.0,Gold,7/21/14 0:00,Yes,Corporate: Privately Held,185341.0,16831.0,Multi-Family Residential: Apartment,"Stonebridge Associates, LLC",1/10/11 0:00
63077,1000012146,No,Signature Chicago OHare Terminal and GSE,Patton Road,Chicago,IL,60666,US,LEED-NC v2009,52.0,Silver,5/23/13 0:00,Yes,Corporate: Privately Held,9150.0,178596.0,Public Assembly: Other Assembly,Signature Flight Support,1/11/11 0:00
63084,1000012154,No,Range Marcellus,3000 Town Center Boulevard,Canonsburg,PA,15101,US,LEED-NC v2009,41.0,Certified,7/9/12 0:00,Yes,Corporate: Privately Held,182619.0,574992.0,Office: Administrative/Professional,Horizon Properties / Southpointe North,1/11/11 0:00
63254,1000012368,No,Mercy Cancer Center,701 10th Street SE,Cedar Rapids,IA,52403-1292,US,LEED-NC v2009,42.0,Certified,8/9/12 0:00,Yes,Corporate: Privately Held,78821.0,191925.0,Health Care: Clinic/Other Outpatient,Mercy Medical Center,1/18/11 0:00
63255,1000012369,No,Airlie Pavilion,6809 Airlie Road,Warrenton,VA,20187,US,LEED-NC v2009,60.0,Gold,9/4/12 0:00,Yes,Corporate: Privately Held,3590.0,34579.0,Public Assembly: Convention Center,Airlie Foundation,1/18/11 0:00
63261,1000012375,No,Ovation,8231 Crestwood Heights Drive,McLean,VA,22102,US,LEED-NC v2009,62.0,Gold,8/29/14 0:00,Yes,Corporate: Privately Held,395700.0,60851.0,Multi-Family Residential: Apartment,Northwestern Mutual,1/18/11 0:00
63290,1000012412,No,UPRR Strauss Intermodal,9051 County Rd A017,Santa Teresa,NM,88008,US,LEED-NC v2009,54.0,,,No,Corporate: Privately Held,8146.0,143713.0,Office: Administrative/Professional,Union Pacific Railroad,1/20/11 0:00
63359,1000012509,No,Bay Valley Foods Expansion,1800 Steward Road,Rochelle,IL,61068,US,LEED-NC v2009,40.0,Certified,4/7/14 0:00,Yes,Corporate: Privately Held,336585.0,1743998.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu",DbHMS Design Build Engineering,1/24/11 0:00
63378,1000012536,No,New Urology Center,2000 Joseph E. Sanker Boulevard,Cincinnati,OH,45212,US,LEED-NC v2009,45.0,Certified,7/23/14 0:00,Yes,Corporate: Privately Held,56455.0,180245.0,Health Care: Clinic/Other Outpatient,The Urology Group,1/25/11 0:00
63467,1000012646,No,Greatbatch Medical - Rapid Prototype Cen,Kroemer Road,Fort Wayne,IN,46803,US,LEED-NC v2009,41.0,Certified,1/18/13 0:00,Yes,Corporate: Privately Held,80236.0,621988.0,Industrial Manufacturing,Greatbatch Medical,1/31/11 0:00
63544,1000012743,No,Starling FishHawk Information Center,Courtside View Dr.,Lithia,FL,33547,US,LEED-NC v2009,53.0,Silver,3/19/12 0:00,Yes,Corporate: Privately Held,3433.0,76460.0,Public Assembly: Recreation,Newland Communities,2/2/11 0:00
63560,1000012762,No,Springfield 1 Hy-vee,1720 West Battlefield Rd.,Springfield,MO,65807,US,LEED-NC v2009,40.0,Certified,5/24/13 0:00,Yes,Corporate: Privately Held,86039.0,377825.0,Retail: Grocery Store/Food Market,"Hy-Vee, Inc.",2/3/11 0:00
63587,1000012799,No,Raleigh Hyatt Place,710 Corporate Center Drive,Raleigh,NC,27607,US,LEED-NC v2009,42.0,Certified,1/10/14 0:00,Yes,Corporate: Privately Held,93790.0,185130.0,"Lodging: Hotel/Motel/Resort, Full Service",Southern States Management,2/4/11 0:00
63632,1000012858,No,Crane Worldwide,1500 Rankin Rd.,Houston,TX,77032,US,LEED-NC v2009,44.0,Certified,6/17/13 0:00,Yes,Corporate: Privately Held,305169.0,963756.0,Warehouse and Distribution Center: Warehouse,Crane Worldwide,2/7/11 0:00
63727,1000012992,No,Echoview Fiber Mill,76 Jupiter Road,Weaverville,NC,28787,US,LEED-NC v2009,65.0,Gold,6/4/13 0:00,Yes,Corporate: Privately Held,17250.0,183819.0,Industrial Manufacturing,Echoview Fiber Mill,2/12/11 0:00
63760,1000013027,No,Mercury Corporate Headquarters,150 Mercury Village Drive,Durango,CO,81301,US,LEED-NC v2009,63.0,Gold,8/19/14 0:00,Yes,Corporate: Privately Held,80478.0,1047158.0,Office: Administrative/Professional,Mercury,2/14/11 0:00
63834,1000013121,No,Building 1B,Tri Cities Research District,Richland,WA,99354,US,LEED-NC v2009,55.0,Silver,5/30/12 0:00,Yes,Corporate: Privately Held,16935.0,75847.0,Laboratory,"Innovation Center TCRD, LLC",2/17/11 0:00
63836,1000013123,No,LaFontaine Chevrolet Dexter,7120 Dexter-Ann Arbor Rd.,Dexter,MI,48130,US,LEED-NC v2009,52.0,Silver,11/26/12 0:00,Yes,Corporate: Privately Held,33485.0,363290.0,Retail: Vehicle Dealership,"AML Dexter, LLC",2/17/11 0:00
63886,1000013185,No,US Customs and Immigration Services,5629 Hoover Boulevard,Tampa,FL,33634,US,LEED-NC v2009,65.0,Gold,6/14/13 0:00,Yes,Corporate: Privately Held,43345.0,273032.0,Office: Government,Procacci Development Corporation,2/21/11 0:00
63903,1000013203,No,Fairfield Inn and Suites,325 W 33rd Street,New York,NY,10001,US,LEED-NC v2009,51.0,Silver,3/16/15 0:00,Yes,Corporate: Privately Held,107253.0,8398.0,"Lodging: Hotel/Motel/Resort, Full Service",OTO Development LLC,2/22/11 0:00
63931,1000013236,No,Medline,753 County Road 4 E,Prattville,AL,36067,US,LEED-NC v2009,40.0,Certified,10/8/13 0:00,Yes,Corporate: Privately Held,350000.0,1374048.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu","Medline Industries, Inc.",2/23/11 0:00
63980,1000013311,No,NYLO Dallas South Side,1325 South Lamar,Dallas,TX,75215,US,LEED-NC v2009,65.0,Gold,6/17/13 0:00,Yes,Corporate: Privately Held,61021.0,40491.0,"Lodging: Hotel/Motel/Resort, Full Service",Matthews Southwest,2/25/11 0:00
63984,1000013315,No,Johnson Controls AE Mfg Facility,Horizon Business Park,Riverside,MO,64150,US,LEED-NC v2009,52.0,Silver,10/25/11 0:00,Yes,Corporate: Privately Held,172544.0,1067955.0,Industrial Manufacturing,Johnson Controls,2/25/11 0:00
64047,1000013401,No,T5 Wholesale Data Center,3200 Web Bridge Road,Alpharetta,GA,30009,US,LEED-NC v2009,55.0,Silver,7/3/12 0:00,Yes,Corporate: Privately Held,100500.0,522720.0,Datacenter,T5,3/1/11 0:00
64061,1000013416,No,Juniper Networks Campus Building IIA,1133 Innovation Way,Sunnyvale,CA,94089,US,LEED-NC v2009,63.0,Gold,6/12/13 0:00,Yes,Corporate: Privately Held,318712.0,43284.0,Commercial Office,Juniper Networks,3/1/11 0:00
64062,1000013417,No,Juniper Networks Campus Building IIB,1194 N. Mathilda Ave.,Sunnyvale,CA,94089,US,LEED-NC v2009,80.0,Platinum,6/25/13 0:00,Yes,Corporate: Privately Held,319254.0,418390.0,Commercial Office,Juniper Networks,3/1/11 0:00
64222,1000013613,No,Broadway Lofts,200 E. Broadway,Glendale,CA,91205,US,LEED-NC v2009,51.0,Silver,10/3/13 0:00,Yes,Corporate: Privately Held,192906.0,37522.0,Office: Mixed-Use,"American Multifamily, Inc.",3/10/11 0:00
64223,1000013615,No,Mariposa Campus - Human Service Facility,5362 Lemee Lane,Mariposa,CA,95338,US,LEED-NC v2009,40.0,Certified,4/10/13 0:00,Yes,Corporate: Privately Held,33597.0,149769.0,Office: Mixed-Use,DesCor Mariposa LLC,3/10/11 0:00
64232,1000013642,No,Adobe Utah Campus,3750 North East Frontage Road,Lehi,UT,84043,US,LEED-NC v2009,63.0,Gold,11/14/13 0:00,Yes,Corporate: Privately Held,270000.0,1235916.0,Office: Administrative/Professional,Adobe Systems,3/10/11 0:00
64240,1000013652,No,Blue Springs Hy-Vee,625 West Hwy 40,Blue Springs,MO,64014,US,LEED-NC v2009,50.0,Silver,11/30/12 0:00,Yes,Corporate: Privately Held,85186.0,354496.0,Retail: Grocery Store/Food Market,"Hy-Vee, Inc.",3/11/11 0:00
64279,1000013703,No,Chihuly Garden and Glass Exhibition,305 Harrison Street,Seattle,WA,98109,US,LEED-NC v2009,50.0,Silver,11/12/12 0:00,Yes,Corporate: Privately Held,29351.0,98908.0,Public Assembly: Other Assembly,"Center Art, LLC",3/14/11 0:00
64292,1000013721,No,Verst Group Logistics Warehouse Addition,2200 Gateway Blvd,Hebron,KY,41048,US,LEED-NC v2009,63.0,Gold,10/25/12 0:00,Yes,Corporate: Privately Held,201600.0,451282.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu",Dry Ridge Capital,3/15/11 0:00
64372,1000013827,No,Newark Avenue and 3rd Street,Newark Avenue And 3rd Street,Jersey City,NJ,7303,US,LEED-NC v2009,41.0,Certified,12/4/13 0:00,Yes,Corporate: Privately Held,42163.0,12027.0,Multi-Family Residential: Apartment,Ironstate Development,3/18/11 0:00
64376,1000013833,No,CEFCU - Chillicothe Member Center,To Be Determined,Chillicothe,IL,61523,US,LEED-NC v2009,48.0,Certified,10/4/12 0:00,Yes,Corporate: Privately Held,5361.0,70713.0,Retail: Bank Branch,CEFCU,3/20/11 0:00
64506,1000014038,No,Blackhawk Apartments,840 W. Blackhawk Street,Chicago,IL,60642,US,LEED-NC v2009,51.0,Silver,12/17/12 0:00,Yes,Corporate: Privately Held,347600.0,50510.0,Multi-Family Residential: Apartment,Furniture LLC,3/28/11 0:00
64527,1000014064,No,Witherspoon and Sons,424 SW Fourth Avenue,Portland,OR,97204,US,LEED-NC v2009,42.0,Certified,6/25/14 0:00,Yes,Corporate: Privately Held,13910.0,5200.0,Office: Mixed-Use,"Witherspoon & Sons, LLC",3/29/11 0:00
64588,1000014136,No,BMCD 9300/Central Building and Addition,9300 Ward Parkway,Kansas City,MO,64114,US,LEED-NC v2009,52.0,Silver,11/25/13 0:00,Yes,Corporate: Privately Held,264857.0,392223.0,Office: Administrative/Professional,"James Campbell Company, LLC",4/1/11 0:00
64615,1000014165,No,Homewood Suites,2010 Old Keene Mill Road,Springfield,VA,22150,US,LEED-NC v2009,51.0,Silver,7/25/13 0:00,Yes,Corporate: Privately Held,119052.0,71177.0,"Lodging: Hotel/Motel/Resort, Limited Service",WPM Construction,4/2/11 0:00
64628,1000014182,No,Rapid City ICE,2350 Sophia Court,Rapid City,SD,57702,US,LEED-NC v2009,52.0,Silver,6/3/13 0:00,Yes,Corporate: Privately Held,29211.0,121329.0,Office: Government,Mark Aukamp,4/4/11 0:00
64706,1000014279,No,Suntek 9450 Building,9450 SW Barnes Road,Portland,OR,97225,US,LEED-NC v2009,52.0,Silver,5/28/13 0:00,Yes,Corporate: Privately Held,33049.0,99557.0,Office: Mixed-Use,"North Pacific Management, Inc.",4/6/11 0:00
64735,1000014320,No,KDC Lot 8,489 N. 8th Street,Hood River,OR,97031,US,LEED-NC v2009,64.0,Gold,2/13/13 0:00,Yes,Corporate: Privately Held,30800.0,69074.0,Industrial Manufacturing,Hood River Equities LLC,4/8/11 0:00
64737,1000014322,No,Encana MCBU Regional Headquarters,5851 Legacy Circle,Plano,TX,75024,US,LEED-NC v2009,55.0,Silver,3/21/14 0:00,Yes,Corporate: Privately Held,296000.0,320349.0,Office: Administrative/Professional,KDC,4/8/11 0:00
64761,1000014361,No,Lindy Paving,1807 Shenango Rd,New Galilee,PA,16141,US,LEED-NC v2009,50.0,Silver,3/21/14 0:00,Yes,Corporate: Privately Held,28800.0,376140.0,Datacenter,Lindy Paving,4/11/11 0:00
64762,1000014362,No,Hampton Inn Evansville,5701 North Highway 41,Evansville,IN,47711,US,LEED-NC v2009,42.0,Certified,6/10/13 0:00,Yes,Corporate: Privately Held,70605.0,171332.0,"Lodging: Hotel/Motel/Resort, Limited Service",Dunn Hospitality Group,4/11/11 0:00
64784,1000014394,No,Zephyr Lodge,Northstar Resort,Truckee,CA,96161,US,LEED-NC v2009,40.0,Certified,7/25/12 0:00,Yes,Corporate: Privately Held,17946.0,151635.0,Retail: Restaurant/Cafeteria,Vail Resorts,4/12/11 0:00
64906,1000014524,No,Hanover Rice Village Apartments,2455 Dunstan Road,Houston,TX,77005,US,LEED-NC v2009,41.0,Certified,5/5/14 0:00,Yes,Corporate: Privately Held,734030.0,215222.0,Multi-Family Residential: Apartment,Hanover RS Limited Partnership,4/13/11 0:00
65066,1000014689,No,2020 Lawrence,2020 Lawrence Street,Denver,CO,80205,US,LEED-NC v2009,64.0,Gold,9/13/13 0:00,Yes,Corporate: Privately Held,366261.0,43852.0,Multi-Unit Residence,Zocalo Community Development,4/14/11 0:00
65363,1000015002,No,Omni Hotel Nashville,250 S. 5th Ave.,Nashville,TN,37203,US,LEED-NC v2009,53.0,Silver,2/13/14 0:00,Yes,Corporate: Privately Held,806000.0,142546.0,"Lodging: Hotel/Motel/Resort, Full Service",TRT Holdings,4/18/11 0:00
65446,1000015095,No,DPR Headquarters,222 N. 44th Street,Phoenix,AZ,85034,US,LEED-NC v2009,82.0,Platinum,7/11/12 0:00,Yes,Corporate: Privately Held,15290.0,63011.0,Office: Administrative/Professional,"DPR Construction, Inc",4/19/11 0:00
65627,1000015295,No,111 River Park LLC,111 River Park Drive,Dayton,OH,45402,US,LEED-NC v2009,60.0,Gold,2/21/14 0:00,Yes,Corporate: Privately Held,141272.0,363726.0,Office: Mixed-Use,University Of Dayton/GE,4/21/11 0:00
65665,1000015350,No,GJC West Hangar III,6101 Industrial Highway,Gary,IN,46406,US,LEED-NC v2009,62.0,Gold,4/6/14 0:00,Yes,Corporate: Privately Held,39114.0,76608.0,Service: Other Service,Gary Jet Center,4/25/11 0:00
65731,1000015436,No,The Smile! Building,49 South Main Street,Concord,NH,3301,US,LEED-NC v2009,44.0,Certified,4/11/12 0:00,Yes,Corporate: Privately Held,92292.0,23114.0,Office: Mixed-Use,The Duprey Center LLC,4/28/11 0:00
65758,1000015473,No,Atmos Energy Kerrville Service Center,2315 E. Main Street,Kerrville,TX,78028,US,LEED-NC v2009,63.0,Gold,4/16/12 0:00,Yes,Corporate: Privately Held,10844.0,148800.0,Service: Other Service,Atmos Energy,5/2/11 0:00
65784,1000015503,No,Fisher Contracting,3401 Contractor Drive,Midland,MI,48640,US,LEED-NC v2009,51.0,Silver,5/15/15 0:00,Yes,Corporate: Privately Held,29522.0,1190159.0,Service: Other Service,Fisher Contracting,5/3/11 0:00
65785,1000015504,No,Houston Dynamo Stadium,2200 Texas St.,Houston,TX,77003,US,LEED-NC v2009,50.0,Silver,10/12/12 0:00,Yes,Corporate: Privately Held,343500.0,529036.0,Public Assembly: Stadium/Arena,AEGGOLDEN BOYBRENER INTERNATIONAL GROUP,5/3/11 0:00
65787,1000015506,No,260 W 26th Street,260 W 26th Street,New York,NY,10001,US,LEED-NC v2009,50.0,Silver,2/11/14 0:00,Yes,Corporate: Privately Held,214892.14,23819.0,Multi-Family Residential: Apartment,Artimus Construction,5/3/11 0:00
65795,1000015514,No,Coppins Well,1200 Madison,Seattle,WA,98104,US,LEED-NC v2009,51.0,Silver,5/2/13 0:00,Yes,Corporate: Privately Held,219750.0,25693.0,Multi-Family Residential: Apartment,"Holland Construction, Inc.",5/3/11 0:00
65810,1000015538,No,5 Channel Center,5 Channel Center,Boston,MA,2210,US,LEED-NC v2009,49.0,,,No,Corporate: Privately Held,51381.0,10550.0,Laboratory,Fraunhofer,5/4/11 0:00
65912,1000015664,No,Merritt Centric,10702 Red Run Blvd,Owings Mills,MD,21117,US,LEED-NC v2009,60.0,Gold,9/19/13 0:00,Yes,Corporate: Privately Held,40170.0,248574.0,Office: Other Office,"Merritt Properties, LLC",5/10/11 0:00
65925,1000015679,No,Callahan Flanagan Smith and Stock,404 East Genesee Street,Fayetteville,NY,13066,US,LEED-NC v2009,40.0,Certified,8/11/14 0:00,Yes,Corporate: Privately Held,7000.0,35415.0,"Health Care: Outpatient, Office (Diagnostic)","Callahan, Flanagan, Smith & Stock",5/11/11 0:00
65945,1000015701,No,Weir Oil and Gas Headquarters Bldg,601 Weir Way,White Settlement,TX,76108,US,LEED-NC v2009,60.0,Gold,11/14/13 0:00,Yes,Corporate: Privately Held,62189.0,171761.0,Office: Administrative/Professional,Weir Oil & Gas,5/11/11 0:00
65969,1000015736,No,M and T Bank Newburgh Branch,5075 Rt 9W,Newburgh,NY,12550,US,LEED-NC v2009,40.0,Certified,9/18/14 0:00,Yes,Corporate: Privately Held,3400.0,114911.0,Retail: Bank Branch,M&T Bank,5/13/11 0:00
65981,1000015751,No,GLMV Office Renovation,1525 E. Douglas,Wichita,KS,67211,US,LEED-NC v2009,50.0,Silver,5/14/14 0:00,Yes,Corporate: Privately Held,30867.0,37810.0,Office: Administrative/Professional,GLMV Architecture,5/13/11 0:00
66042,1000015847,No,Vista Del Sol Community Center,5901 Aztec Ave.,Twentynine Palms,CA,92277,US,LEED-NC v2009,57.0,Silver,5/21/13 0:00,Yes,Corporate: Privately Held,7675.0,226398.0,Office: Mixed-Use,"Camp Pendleton Quantico Housing, LLC",5/18/11 0:00
66052,1000015858,No,Van Meter Inc - Iowa City,470 Ruppert Rd,Iowa City,IA,52246,US,LEED-NC v2009,60.0,Gold,9/19/12 0:00,Yes,Corporate: Privately Held,22860.0,92230.0,Office: Other Office,Van Meter Industrial,5/18/11 0:00
66057,1000015863,No,GW Electric Co,305 Crossroads Parkway,Bolingbrook,IL,60440,US,LEED-NC v2009,62.0,Gold,10/22/12 0:00,Yes,Corporate: Privately Held,362300.0,849144.0,Industrial Manufacturing,G&W Electric Company,5/18/11 0:00
66129,1000015974,No,ANdAZ Wailea Hotel,3550 Wailea Alanul Drive,Wailea,HI,96753,US,LEED-NC v2009,51.0,Silver,4/18/14 0:00,Yes,Corporate: Privately Held,295447.0,213600.0,"Lodging: Hotel/Motel/Resort, Full Service",Hyatt,5/24/11 0:00
66232,1000016103,No,SalonCentric Distribution Center,11720 Peel Circle,LaVista,NE,68128,US,LEED-NC v2009,47.0,Certified,9/27/12 0:00,Yes,Corporate: Privately Held,82719.0,396770.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu",SalonCentric,5/31/11 0:00
66252,1000016125,No,The Solberg Company,1520 Brookfield Avenue,Green Bay,WI,54313,US,LEED-NC v2009,44.0,Certified,4/21/14 0:00,Yes,Corporate: Privately Held,19524.0,177657.0,Office: Mixed-Use,The Solberg Company,6/1/11 0:00
66278,1000016157,No,Social Security Administration Office,9715 S. Cottage Grove Avenue,Chicago,IL,60628,US,LEED-NC v2009,54.0,Silver,3/20/13 0:00,Yes,Corporate: Privately Held,18149.0,115400.0,Office: Administrative/Professional,W. D. Schorsch Company,6/2/11 0:00
66290,1000016172,No,Crystal River Power Operations Center,15760 West Powerline Street,Crystal River,FL,34428,US,LEED-NC v2009,50.0,Silver,12/4/12 0:00,Yes,Corporate: Privately Held,60250.0,212832.0,Office: Other Office,Real Estate,6/3/11 0:00
66361,1000016263,No,DOW Agrosciences Kauai Admin Building,1 Mill Rd. Kaumakani,Kauai,HI,96747,US,LEED-NC v2009,55.0,,,No,Corporate: Privately Held,5664.0,41255.0,Office: Administrative/Professional,DOW Agrosciences,6/8/11 0:00
66462,1000016394,No,General Mills - Fort Wayne Distribution,12747 Bluffton Road,Fort Wayne,IN,46809,US,LEED-NC v2009,64.0,Gold,8/6/12 0:00,Yes,Corporate: Privately Held,1511733.0,4227782.0,Warehouse and Distribution Center: Warehouse,The Rockefeller Group,6/13/11 0:00
66491,1000016429,No,Kensington Boston,659 Washington St.,Boston,MA,2111,US,LEED-NC v2009,63.0,Gold,3/11/14 0:00,Yes,Corporate: Privately Held,488475.0,28185.0,Multi-Family Residential: Apartment,Consultant,6/15/11 0:00
66561,1000016516,No,Lorenzo Bomnin Chevrolet,8455 S. Dixie Highway,Miami,FL,33143,US,LEED-NC v2009,51.0,Silver,5/22/14 0:00,Yes,Corporate: Privately Held,34290.0,278195.0,Retail: Vehicle Dealership,"Argonaut Holdings, Inc.",6/17/11 0:00
66692,1000016675,No,Pacific Audi,20460 Hawthorne Blvd,Torrance,CA,90503,US,LEED-NC v2009,64.0,Gold,7/19/13 0:00,Yes,Corporate: Privately Held,45342.0,133698.0,Retail: Vehicle Dealership,Pacific Audi,6/23/11 0:00
66725,1000016728,No,Dansko 796 Warehouse,10 Five Star Drive,West Grove,PA,19390,US,LEED-NC v2009,65.0,Gold,10/22/13 0:00,Yes,Corporate: Privately Held,215219.0,696960.0,Warehouse and Distribution Center: Warehouse,Dansko,6/27/11 0:00
66796,1000016821,No,Springline Architects Office,6346 Smith Bay,Charlotte Amalie,VI,802,US,LEED-NC v2009,80.0,Platinum,9/24/13 0:00,Yes,Corporate: Privately Held,2811.0,51629.0,Office: Administrative/Professional,Springline Architects,6/30/11 0:00
66800,1000016826,No,Bethune Lofts at Buffalo Meter Company,2917 Main Street,Buffalo,NY,14214,US,LEED-NC v2009,51.0,Silver,8/5/14 0:00,Yes,Corporate: Privately Held,102788.0,139392.0,Multi-Family Residential: Apartment,"2915 Main Street, LLC",6/30/11 0:00
66879,1000016934,No,Facebook PRN2 Data Center,735 Connect Way,Prineville,OR,97754,US,LEED-NC v2009,63.0,Gold,3/9/15 0:00,Yes,Corporate: Privately Held,354192.0,1356458.0,Data Center,Facebook,7/6/11 0:00
66944,1000017017,No,Rosen Medical Center,7600 International Drive,Orlando,FL,32819,US,LEED-NC v2009,42.0,Certified,1/23/14 0:00,Yes,Corporate: Privately Held,11700.0,79700.0,Office: Mixed-Use,Rosen Hotels And Resorts,7/11/11 0:00
66951,1000017025,No,Henniges,2750 High Meadow Circle,Auburn Hills,MI,48326,US,LEED-NC v2009,54.0,Silver,11/26/12 0:00,Yes,Corporate: Privately Held,54435.0,638067.0,Office: Mixed-Use,Schostak Brothers And Co.,7/11/11 0:00
66980,1000017061,No,Bradford White Tech Center,Eagle Drive,Middleville,MI,49333,US,LEED-NC v2009,64.0,Gold,7/23/14 0:00,Yes,Corporate: Privately Held,20546.0,155613.0,Office: Mixed-Use,Bradford White,7/13/11 0:00
